uid,Cond,ResponseRegion,LatentPOPRegion,JointMass,ResponseMass,PosteriorGivenResponse
PG,S6C2NR,Central,Shoulder,0.0323794753995658,0.772539717627239,0.0419130235776296
PG,S6C2NR,Central,Tail,1.25153678043018e-08,0.772539717627239,1.62002904429836e-08
PG,S6C2NR,Shoulder,Central,0.092429550308519,0.206921934920833,0.446688024369586
PG,S6C2NR,Shoulder,Shoulder,0.114053432483306,0.206921934920833,0.551190633931305
PG,S6C2NR,Shoulder,Tail,0.000438952129008037,0.206921934920833,0.00212134169910975
PG,S6C2NR,Tail,Central,2.36543836152388e-06,0.0205383474519281,0.000115171795932482
PG,S6C2NR,Tail,Shoulder,0.00145827399717187,0.0205383474519281,0.0710024991341242
PG,S6C2NR,Tail,Tail,0.0190777080163947,0.0205383474519281,0.928882329069943
PG,S6C2R,Central,Central,0.743087698321656,0.775547775994628,0.958145611814382
PG,S6C2R,Central,Shoulder,0.0324600668941421,0.775547775994628,0.041854374287274
PG,S6C2R,Central,Tail,1.07788299337765e-08,0.775547775994628,1.38983441993019e-08
PG,S6C2R,Shoulder,Central,0.0927787268777874,0.207131801959542,0.44792120765651
PG,S6C2R,Shoulder,Shoulder,0.11397639142292,0.207131801959542,0.550260222450933
PG,S6C2R,Shoulder,Tail,0.00037668365883463,0.207131801959542,0.00181856989255665
PG,S6C2R,Tail,Central,2.37422570724501e-06,0.0173204220458293,0.000137076665970545
PG,S6C2R,Tail,Shoulder,0.00140056463272,0.0173204220458293,0.0808620384084259
PG,S6C2R,Tail,Tail,0.0159174831874021,0.0173204220458293,0.919000884925604
PG,S6C4NR,Central,Central,0.510467989369019,0.536524320815786,0.951434948173182
PG,S6C4NR,Central,Shoulder,0.0260561826808266,0.536524320815786,0.0485647745496573
PG,S6C4NR,Central,Tail,1.48765940277666e-07,0.536524320815786,2.77277160616815e-07
PG,S6C4NR,Shoulder,Central,0.0650327925040353,0.190455548179285,0.341459165278907
PG,S6C4NR,Shoulder,Shoulder,0.120098154432467,0.190455548179285,0.630583648418648
PG,S6C4NR,Shoulder,Tail,0.00532460124278263,0.190455548179285,0.0279571863024453
PG,S6C4NR,Tail,Central,1.67597405133017e-06,0.27302013100493,6.13864642567292e-06
PG,S6C4NR,Tail,Shoulder,0.00598621092103733,0.27302013100493,0.0219258957169324
